NAME OF COMPANY,SYMBOL,Security Id
OnMobile Global Limited,ONMOBILE,ONMOBILE
Onward Technologies Limited,ONWARDTEC,ONWARDTEC
Optiemus Infracom Limited,OPTIEMUS,OPTIEMUS
Opto Circuits (India) Limited,OPTOCIRCUI,OPTOCIRCUI
Orbit Exports Limited,ORBTEXP,ORBTEXP
Orchid Pharma Limited,ORCHPHARMA,ORCHIDPHAR
Oricon Enterprises Limited,ORICONENT,ORICON
Orient Abrasives Limited,ORIENTABRA,ORIENTABRA
Oriental Trimex Limited,ORIENTALTL,ORIENTALTL
Orient Bell Limited,ORIENTBELL,ORIENTBELL
Orient Cement Limited,ORIENTCEM,ORIENTCEM
Orient Electric Limited,ORIENTELEC,ORIENTELEC
Oriental Hotels Limited,ORIENTHOT,ORIENTHOT
Orient Press Limited,ORIENTLTD,ORIENTLTD
Orient Paper & Industries Limited,ORIENTPPR,ORIENTPPR
Orient Refractories Limited,ORIENTREF,ORIENTREF
The Orissa Minerals Development Company Limited,ORISSAMINE,ORISSAMINE
Ortel Communications Limited,ORTEL,ORTEL
Ortin Laboratories Limited,ORTINLAB,ORTINLAABS
Oswal Agro Mills Limited,OSWALAGRO,OSWALAGRO
PAE Limited,PAEL,PAEL
Page Industries Limited,PAGEIND,PAGEIND
Paisalo Digital Limited,PAISALO,PAISALO
Palash Securities Limited,PALASHSECU,PALASHSEC
Palred Technologies Limited,PALREDTEC,PALRED
Panacea Biotec Limited,PANACEABIO,PANACEABIO
Panama Petrochem Limited,PANAMAPET,PANAMAPET
Paramount Communications Limited,PARACABLES,PARACABLES
Parag Milk Foods Limited,PARAGMILK,PARAGMILK
Parsvnath Developers Limited,PARSVNATH,PARSVNATH
Patel Engineering Limited,PATELENG,PATELENG
Patel Integrated Logistics Limited,PATINTLOG,PATINTLOG
Patspin India Limited,PATSPINLTD,PATSPINLTD
PBA Infrastructure Limited,PBAINFRA,PBAINFRA
PC Jeweller Limited,PCJEWELLER,PCJEWELLER
Pudumjee Paper Products Limited,PDMJEPAPER,PDMJEPAPER
PDS Multinational Fashions Limited,PDSMFL,PDSMFL
Pearl Polymers Limited,PEARLPOLY,PEARLPOLY
Piramal Enterprises Limited,PEL,PEL
Pennar Industries Limited,PENIND,PENIND
Peninsula Land Limited,PENINLAND,PENINLAND
Persistent Systems Limited,PERSISTENT,PERSISTENT
Petronet LNG Limited,PETRONET,PETRONET
Power Finance Corporation Limited,PFC,PFC
Pfizer Limited,PFIZER,PFIZER
Prime Focus Limited,PFOCUS,PFOCUS
PTC India Financial Services Limited,PFS,PFS
PG Electroplast Limited,PGEL,PGEL
Procter & Gamble Hygiene and Health Care Limited,PGHH,PGHH
Procter & Gamble Health Limited,PGHL,PGHL
Pearl Global Industries Limited,PGIL,PGIL
Phillips Carbon Black Limited,PHILIPCARB,PHILIPCARB
The Phoenix Mills Limited,PHOENIXLTD,PHOENIXLTD
Pidilite Industries Limited,PIDILITIND,PIDILITIND
PI Industries Limited,PIIND,PIIND
Pilani Investment and Industries Corporation Limited,PILANIINVS,PILANIINVS
PIL ITALICA LIFESTYLE LIMITED,PILITA,PILITA
Pioneer Distilleries Limited,PIONDIST,PIONDIST
Pioneer Embroideries Limited,PIONEEREMB,PIONEEREMB
Pitti Engineering Limited,PITTIENG,PITTIENG
Plastiblends India Limited,PLASTIBLEN,PLASTIBLEN
Punjab National Bank,PNB,PNB
PNB Gilts Limited,PNBGILTS,PNBGILTS
PNB Housing Finance Limited,PNBHOUSING,PNBHOUSING
Pritish Nandy Communications Limited,PNC,PNC
PNC Infratech Limited,PNCINFRA,PNCINFRA
Poddar Housing and Development Limited,PODDARHOUS,PODDAR
Poddar Pigments Limited,PODDARMENT,PODARPIGQ
Pokarna Limited,POKARNA,POKARNA
Polycab India Limited,POLYCAB,POLYCAB
Poly Medicure Limited,POLYMED,POLYMED
Polyplex Corporation Limited,POLYPLEX,POLYPLEX
Ponni Sugars (Erode) Limited,PONNIERODE,PONNIERODE
Power Grid Corporation of India Limited,POWERGRID,POWERGRID
ABB Power Products and Systems India Limited,POWERINDIA,POWERINDIA
Power Mech Projects Limited,POWERMECH,POWERMECH
PPAP Automotive Limited,PPAP,PPAP
Prakash Pipes Limited,PPL,PPL
Prajay Engineers Syndicate Limited,PRAENG,PRAENG
Praj Industries Limited,PRAJIND,PRAJIND
Prakash Industries Limited,PRAKASH,PRAKASH
Prakash Steelage Limited,PRAKASHSTL,PRAKASHSTL
Praxis Home Retail Limited,PRAXIS,PRAXIS
Precision Camshafts Limited,PRECAM,PRECAM
Precision Wires India Limited,PRECWIRE,PRECWIRE
Premier Explosives Limited,PREMEXPLN,PREMEXPLQ
Premier Limited,PREMIER,PREMIER
Premier Polyfilm Limited,PREMIERPOL,PREMIERPOL
Pressman Advertising Limited,PRESSMN,PRESSMN
Prestige Estates Projects Limited,PRESTIGE,PRESTIGE
Pricol Limited,PRICOLLTD,PRICOLLTD
Prime Securities Limited,PRIMESECU,PRIMESECU
Prince Pipes And Fittings Limited,PRINCEPIPE,PRINCEPIPE
Privi Speciality Chemicals Limited,PRIVISCL,PRIVISCL
Proseed India Limited,PROINDIA,PROSEED
Prozone Intu Properties Limited,PROZONINTU,PROZONINTU
Prism Johnson Limited,PRSMJOHNSN,PRSMJOHNSN
Punjab & Sind Bank,PSB,PSB
PSP Projects Limited,PSPPROJECT,PSPPROJECT
PTC India Limited,PTC,PTC
PTL Enterprises Limited,PTL,PTL
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,PUNJABCHEM
Punj Lloyd Limited,PUNJLLOYD,PUNJLLOYD
Puravankara Limited,PURVA,PURVA
PVR Limited,PVR,PVR
Quess Corp Limited,QUESS,QUESS
Quick Heal Technologies Limited,QUICKHEAL,QUICKHEAL
Radaan Mediaworks India Limited,RADAAN,RADAAN
Radico Khaitan Limited,RADICO,RADICO
Music Broadcast Limited,RADIOCITY,RADIOCITY
Railtel Corporation Of India Limited,RAILTEL,RAILTEL
Rain Industries Limited,RAIN,RAIN
Rajesh Exports Limited,RAJESHEXPO,RAJESHEXPO
Rajratan Global Wire Limited,RAJRATAN,RAJGLOWIR
Raj Rayon Industries Limited,RAJRAYON,RAJRAYON
Rajshree Sugars & Chemicals Limited,RAJSREESUG,RAJSREESUG
Raj Television Network Limited,RAJTV,RAJTV
Rallis India Limited,RALLIS,RALLIS
Shree Rama Newsprint Limited,RAMANEWS,RAMANEWS
Rama Steel Tubes Limited,RAMASTEEL,RAMASTEEL
The Ramco Cements Limited,RAMCOCEM,RAMCOCEM
Ramco Industries Limited,RAMCOIND,RAMCOIND
Ramco Systems Limited,RAMCOSYS,RAMCOSYS
Ramky Infrastructure Limited,RAMKY,RAMKY
Rana Sugars Limited,RANASUG,RANASUG
Rane Engine Valve Limited,RANEENGINE,RANEENGINE
Rane Holdings Limited,RANEHOLDIN,RANEHOLDIN
Ratnamani Metals & Tubes Limited,RATNAMANI,RATNAMANI
Raymond Limited,RAYMOND,RAYMOND
Rane Brake Lining Limited,RBL,RBL
RBL Bank Limited,RBLBANK,RBLBANK
Rashtriya Chemicals and Fertilizers Limited,RCF,RCF
Reliance Communications Limited,RCOM,RCOM
REC Limited,RECLTD,RECLTD
Redington (India) Limited,REDINGTON,REDINGTON
Refex Industries Limited,REFEX,REFEX
Relaxo Footwears Limited,RELAXO,RELAXO
Reliance Capital Limited,RELCAPITAL,RELCAPITAL
Reliance Industries Limited,RELIANCE,RELIANCE
Religare Enterprises Limited,RELIGARE,RELIGARE
Reliance Infrastructure Limited,RELINFRA,RELINFRA
Remsons Industries Limited,REMSONSIND,REMSONSIND
Shree Renuka Sugars Limited,RENUKA,RENUKA
Repco Home Finance Limited,REPCOHOME,REPCOHOME
Repro India Limited,REPRO,REPRO
Responsive Industries Limited,RESPONIND,RESPONIND
Revathi Equipment Limited,REVATHI,REVATHI
Renaissance Global Limited,RGL,RGL
Reliance Home Finance Limited,RHFL,RELHOME
Rico Auto Industries Limited,RICOAUTO,RICOAUTO
Reliance Industrial Infrastructure Limited,RIIL,RIIL
RITES Limited,RITES,RITES
Ravi Kumar Distilleries Limited,RKDL,RKDL
Ramkrishna Forgings Limited,RKFORGE,RKFORGE
Radha Madhav Corporation Limited,RMCL,RMCL
Rane (Madras) Limited,RML,RML
Reliance Naval and Engineering Limited,RNAVAL,RNAVAL
Royal Orchid Hotels Limited,ROHLTD,ROHLTD
Rollatainers Limited,ROLLT,ROLLT
Rolta India Limited,ROLTA,ROLTA
Raj Oil Mills Limited,ROML,RAJOIL
Rossari Biotech Limited,ROSSARI,ROSSARI
Rossell India Limited,ROSSELLIND,ROSSELLIND
ROUTE MOBILE LIMITED,ROUTE,ROUTE
RPG Life Sciences Limited,RPGLIFE,RPGLIFE
Reliance Power Limited,RPOWER,RPOWER
R.P.P. Infra Projects Limited,RPPINFRA,RPPINFRA
RPSG VENTURES LIMITED,RPSGVENT,RPSGVENT
R. S. Software (India) Limited,RSSOFTWARE,RSSOFTWARE
RSWM Limited,RSWM,RSWM
R Systems International Limited,RSYSTEMS,RSYSTEMINT
RattanIndia Enterprises Limited,RTNINDIA,RTNINDIA
RattanIndia Power Limited,RTNPOWER,RTNPOWER
The Ruby Mills Limited,RUBYMILLS,RUBYMILLS
Ruchi Soya Industries Limited,RUCHI,RUCHISOYA
Ruchi Infrastructure Limited,RUCHINFRA,RUCHINFRA
Ruchira Papers Limited,RUCHIRA,RUCHIRA
Rupa & Company Limited,RUPA,RUPA
Rushil Decor Limited,RUSHIL,RUSHIL
Ravinder Heights Limited,RVHL,RVHL
Rail Vikas Nigam Limited,RVNL,RVNL
S&S Power Switchgears Limited,S&SPOWER,S&SPOWER
Sab Events & Governance Now Media Limited,SABEVENTS,GOVNOW
Sri Adhikari Brothers Television Network Limited,SABTN,SABTN
Sadbhav Engineering Limited,SADBHAV,SADBHAV
Sadbhav Infrastructure Project Limited,SADBHIN,SADBHIN
Safari Industries (India) Limited,SAFARI,SAFARIND
Sagar Cements Limited,SAGCEM,SAGCEM
Steel Authority of India Limited,SAIL,SAIL
Sakthi Sugars Limited,SAKHTISUG,SAKHTISUG
Saksoft Limited,SAKSOFT,SAKSOFT
Sakuma Exports Limited,SAKUMA,SAKUMA
Salasar Techno Engineering Limited,SALASAR,SALASAR
Salona Cotspin Limited,SALONA,SALONACOT
S.A.L. Steel Limited,SALSTEEL,SALSTEEL
Salzer Electronics Limited,SALZERELEC,SALZER
Sambhaav Media Limited,SAMBHAAV,SAMBHAAV
The Sandesh Limited,SANDESH,SANDESH
Sandhar Technologies Limited,SANDHAR,SANDHAR
Sangam (India) Limited,SANGAMIND,SANGAMIND
Sanghi Industries Limited,SANGHIIND,SANGHIIND
Sanghvi Movers Limited,SANGHVIMOV,SANGHVIMOV
Sanofi India Limited,SANOFI,SANOFI
Sanwaria Consumer Limited,SANWARIA,SANWARIA
Sarda Energy & Minerals Limited,SARDAEN,SARDAEN
Saregama India Limited,SAREGAMA,SAREGAMA
Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY
Sasken Technologies Limited,SASKEN,SASKEN
Sastasundar Ventures Limited,SASTASUNDR,SASTASUNDR
Satia Industries Limited,SATIA,SATIA
Satin Creditcare Network Limited,SATIN,SATIN
SBI Cards and Payment Services Limited,SBICARD,SBICARD
SBI Life Insurance Company Limited,SBILIFE,SBILIFE
State Bank of India,SBIN,SBIN
Stampede Capital Limited,SCAPDVR,SCAPDVR
Schaeffler India Limited,SCHAEFFLER,SCHAEFFLER
S Chand And Company Limited,SCHAND,SCHAND
Schneider Electric Infrastructure Limited,SCHNEIDER,SCHNEIDER
Shipping Corporation Of India Limited,SCI,SCI
Som Distilleries & Breweries Limited,SDBL,SDBL
Seamec Limited,SEAMECLTD,SEAMECLTD
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,SECURKLOUD
Selan Exploration Technology Limited,SELAN,SELAN
S.E. Power Limited,SEPOWER,SEPOWER
Sequent Scientific Limited,SEQUENT,SEQUENT
Seshasayee Paper and Boards Limited,SESHAPAPER,SESHAPAPER
Setco Automotive Limited,SETCO,SETCO
Setubandhan Infrastructure Limited,SETUINFRA,SETUINFRA
Seya Industries Limited,SEYAIND,SEYAIND
Sheela Foam Limited,SFL,SFL
STL Global Limited,SGL,SGL
Shakti Pumps (India) Limited,SHAKTIPUMP,SHAKTIPUMP
Shalby Limited,SHALBY,SHALBY
Shalimar Paints Limited,SHALPAINTS,SHALPAINTS
Shankara Building Products Limited,SHANKARA,SHANKARA
Shanthi Gears Limited,SHANTIGEAR,SHANTIGEAR
Sharda Cropchem Limited,SHARDACROP,SHARDACROP
Sharda Motor Industries Limited,SHARDAMOTR,SHARDA
Share India Securities Limited,SHAREINDIA,SHAREINDIA
Shemaroo Entertainment Limited,SHEMAROO,SHEMAROO
Somany Home Innovation Limited,SHIL,SHIL
Shilpa Medicare Limited,SHILPAMED,SHILPAMED
Shivam Autotech Limited,SHIVAMAUTO,SHIVAMAUTO
Shiva Mills Limited,SHIVAMILLS,SHIVAMILLS
Shiva Texyarn Limited,SHIVATEX,SHIVTEX
S H Kelkar and Company Limited,SHK,SHK
Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,SHREDIGCEM
SHREE CEMENT LIMITED,SHREECEM,SHREECEM
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,SHREEPUSHK
Shree Rama Multi-Tech Limited,SHREERAMA,SHREERAMA
Shreyans Industries Limited,SHREYANIND,SHREYANIND
Shreyas Shipping & Logistics Limited,SHREYAS,SHREYAS
Shriram City Union Finance Limited,SHRIRAMCIT,SHRIRAMCIT
Shriram EPC Limited,SHRIRAMEPC,SHRIRAMEPC
Shyam Century Ferrous Limited,SHYAMCENT,SCFL
Shyam Telecom Limited,SHYAMTEL,SHYAMTEL
Sicagen India Limited,SICAGEN,SICAGEN
Sical Logistics Limited,SICAL,SICAL
Siemens Limited,SIEMENS,SIEMENS
Signet Industries Limited,SIGIND,SIGNETIND
Standard Industries Limited,SIL,SIL
SIL Investments Limited,SILINV,SILINV
Simbhaoli Sugars Limited,SIMBHALS,SIMBHALS
Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEXINF
Sintex Industries Limited,SINTEX,SINTEX
SIS LIMITED,SIS,SIS
Siti Networks Limited,SITINET,SITINET
Siyaram Silk Mills Limited,SIYSIL,SIYSIL
SJVN Limited,SJVN,SJVN
SKF India Limited,SKFINDIA,SKFINDIA
SKIL Infrastructure Limited,SKIL,SKIL
Skipper Limited,SKIPPER,SKIPPER
SKM Egg Products Export (India) Limited,SKMEGGPROD,SKMEGGPROD
Smartlink Holdings Limited,SMARTLINK,SMARTLINK
SMC Global Securities Limited,SMCGLOBAL,SMCGLOBAL
SML Isuzu Limited,SMLISUZU,SMLISUZU
Splendid Metal Products Limited,SMPL,SMPL
SMS Lifesciences India Limited,SMSLIFE,SMSLIFE
SMS Pharmaceuticals Limited,SMSPHARMA,SMSPHARMA
Snowman Logistics Limited,SNOWMAN,SNOWMAN
Sobha Limited,SOBHA,SOBHA
Solara Active Pharma Sciences Limited,SOLARA,SOLARA
Solar Industries India Limited,SOLARINDS,SOLARINDS
Somany Ceramics Limited,SOMANYCERA,SOMANYCERA
Soma Textiles & Industries Limited,SOMATEX,SOMATEX
Somi Conveyor Beltings Limited,SOMICONVEY,SOMICONV
Sonata Software Limited,SONATSOFTW,SONATSOFTW
SORIL Infra Resources Limited,SORILINFRA,SORILINFRA
Savita Oil Technologies Limited,SOTL,SOTL
The South Indian Bank Limited,SOUTHBANK,SOUTHBANK
S. P. Apparels Limited,SPAL,SPAL
Spandana Sphoorty Financial Limited,SPANDANA,SPANDANA
Sun Pharma Advanced Research Company Limited,SPARC,SPARC
Speciality Restaurants Limited,SPECIALITY,SPECIALITY
Spencer's Retail Limited,SPENCERS,SPENCER
Spentex Industries Limited,SPENTEX,SPENTEX
Southern Petrochemicals Industries Corporation  Limited,SPIC,SPIC
SPICEJET LTD,SPICEJET,SPICEJET
SPL Industries Limited,SPLIL,SPLIL
SPML Infra Limited,SPMLINFRA,SPMLINFRA
Sintex Plastics Technology Limited,SPTL,SINTEXPLAST
Sreeleathers Limited,SREEL,SREEL
SREI Infrastructure Finance Limited,SREINFRA,SREINFRA
SRF Limited,SRF,SRF
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SRHHYPOLTD
Srikalahasthi Pipes Limited,SRIPIPES,SRIPIPES
Shriram Transport Finance Company Limited,SRTRANSFIN,SRTRANSFIN
Steel Strips Wheels Limited,SSWL,SSWL
Strides Pharma Science Limited,STAR,STAR
Star Cement Limited,STARCEMENT,STARCEMENT
Star Paper Mills Limited,STARPAPER,STARPAPER
The State Trading Corporation of India Limited,STCINDIA,STCINDIA
STEEL EXCHANGE INDIA LIMITED,STEELXIND,STEELXIND
Stel Holdings Limited,STEL,STEL
Sterling Tools Limited,STERTOOLS,STERTOOLS
Sterlite Technologies Limited,STLTECH,STLTECH
Stove Kraft Limited,STOVEKRAFT,STOVEKRAFT
Subex Limited,SUBEXLTD,SUBEX
Subros Limited,SUBROS,SUBROS
Sudarshan Chemical Industries Limited,SUDARSCHEM,SUDARSCHEM
Sumeet Industries Limited,SUMEETINDS,SUMEETINDS
Sumitomo Chemical India Limited,SUMICHEM,SUMICHEM
Summit Securities Limited,SUMMITSEC,SUMMITSEC
Sundaram Clayton Limited,SUNCLAYLTD,SUNCLAYLTD
Sundaram Multi Pap Limited,SUNDARAM,SUNDARAM
Sundaram Finance Limited,SUNDARMFIN,SUNDARMFIN
Sundaram Brake Linings Limited,SUNDRMBRAK,SUNDRMBRAK
Sundram Fasteners Limited,SUNDRMFAST,SUNDRMFAST
Sunflag Iron And Steel Company Limited,SUNFLAG,SUNFLAG
Sun Pharmaceutical Industries Limited,SUNPHARMA,SUNPHARMA
Sunteck Realty Limited,SUNTECK,SUNTECK
Sun TV Network Limited,SUNTV,SUNTV
Superhouse Limited,SUPERHOUSE,SUPERHOUSE
Super Spinning Mills Limited,SUPERSPIN,SUPERSPIN
Supreme Petrochem Limited,SUPPETRO,SUPPETRO
Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT
Supreme Industries Limited,SUPREMEIND,SUPREMEIND
Surana Solar Limited,SURANASOL,SURANASOL
Surana Telecom and Power Limited,SURANAT&P,SURANAT&P
Suryalakshmi Cotton Mills Limited,SURYALAXMI,SURYALAXMI
Surya Roshni Limited,SURYAROSNI,SURYAROSNI
Suryoday Small Finance Bank Limited,SURYODAY,SURYODAY
Sutlej Textiles and Industries Limited,SUTLEJTEX,SUTLEJTEX
Suven Life Sciences Limited,SUVEN,SUVEN
Suven Pharmaceuticals Limited,SUVENPHAR,SUVENPHAR
Suvidhaa Infoserve Limited,SUVIDHAA,SUVIDHAA
Suzlon Energy Limited,SUZLON,SUZLON
Swan Energy Limited,SWANENERGY,SWANENERGY
Swaraj Engines Limited,SWARAJENG,SWARAJENG
Swelect Energy Systems Limited,SWELECTES,SWELECTES
Sterling And Wilson Solar Limited,SWSOLAR,SWSOLAR
Symphony Limited,SYMPHONY,SYMPHONY
Syncom Healthcare Limited,SYNCOM,SYNCOM
Syngene International Limited,SYNGENE,SYNGENE
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM
Taj GVK Hotels & Resorts Limited,TAJGVK,TAJGVK
Take Solutions Limited,TAKE,TAKE
Talbros Automotive Components Limited,TALBROAUTO,TALBROAUTO
Tanla Platforms Limited,TANLA,TANLA
Tantia Constructions Limited,TANTIACONS,TANTIACONS
Tarapur Transformers Limited,TARAPUR,TARAPUR
TARC Limited,TARC,TARC
Tarmat Limited,TARMAT,TARMAT
Tasty Bite Eatables Limited,TASTYBITE,TASTYBIT
Tata Chemicals Limited,TATACHEM,TATACHEM
Tata Coffee Limited,TATACOFFEE,TATACOFFEE
Tata Communications Limited,TATACOMM,TATACOMM
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,TATACONSUM
Tata Elxsi Limited,TATAELXSI,TATAELXSI
Tata Investment Corporation Limited,TATAINVEST,TATAINVEST
Tata Metaliks Limited,TATAMETALI,TATAMETALI
Tata Motors Limited,TATAMOTORS,TATAMOTORS
Tata Motors Limited,TATAMTRDVR,TATAMTRDVR
Tata Power Company Limited,TATAPOWER,TATAPOWER
Tata Steel Limited,TATASTEEL,TATASTEEL
Tata Steel Bsl Limited,TATASTLBSL,TATASTLBSL
Tata Steel Long Products Limited,TATASTLLP,TATASTLLP
Tribhovandas Bhimji Zaveri Limited,TBZ,TBZ
Transport Corporation of India Limited,TCI,TCI
TCI Developers Limited,TCIDEVELOP,TCIDEVELOP
TCI Express Limited,TCIEXP,TCIEXP
TCI Finance Limited,TCIFINANCE,TCIFINANCE
TCNS Clothing Co. Limited,TCNSBRANDS,TCNSBRANDS
TCPL Packaging Limited,TCPLPACK,TCPLPACK
Tata Consultancy Services Limited,TCS,TCS
TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS
Teamlease Services Limited,TEAMLEASE,TEAMLEASE
Techindia Nirman Limited,TECHIN,TECHIN
Tech Mahindra Limited,TECHM,TECHM
Techno Electric & Engineering Company Limited,TECHNOE,TECHNOE
Tejas Networks Limited,TEJASNET,TEJASNET
Tera Software Limited,TERASOFT,TERASOFT
Texmaco Infrastructure & Holdings Limited,TEXINFRA,TEXINFRA
Texmo Pipes and Products Limited,TEXMOPIPES,TEXMOPIPES
Texmaco Rail & Engineering Limited,TEXRAIL,TEXRAIL
Tourism Finance Corporation of India Limited,TFCILTD,TFCILTD
Transwarranty Finance Limited,TFL,TFL
TGB Banquets And Hotels Limited,TGBHOTELS,TGBHOTELS
Thangamayil Jewellery Limited,THANGAMAYL,THANGAMAYL
The Investment Trust Of India Limited,THEINVEST,THEINVEST
Themis Medicare Limited,THEMISMED,THEMISMED
Thermax Limited,THERMAX,THERMAX
Thomas Cook  (India)  Limited,THOMASCOOK,THOMASCOOK
Thomas Scott (India) Limited,THOMASCOTT,THOMASCOTT
Thyrocare Technologies Limited,THYROCARE,THYROCARE
Tilaknagar Industries Limited,TI,TI
Tide Water Oil Company (India) Limited,TIDEWATER,TIDEWATER
Technocraft Industries (India) Limited,TIIL,TIIL
Tube Investments of India Limited,TIINDIA,TIINDIA
Tijaria Polypipes Limited,TIJARIA,TIJARIA
TIL Limited,TIL,TIL
Times Guaranty Limited,TIMESGTY,TIMESGTY
Time Technoplast Limited,TIMETECHNO,TIMETECHNO
Timken India Limited,TIMKEN,TIMKEN
The Tinplate Company of India Limited,TINPLATE,TINPLATE
TIPS Industries Limited,TIPSINDLTD,TIPSINDLTD
Thirumalai Chemicals Limited,TIRUMALCHM,TIRUMALCHM
Titan Company Limited,TITAN,TITAN
The Mandhana Retail Ventures Limited,TMRVL,TMRVL
Tamilnadu PetroProducts Limited,TNPETRO,TNPETRO
Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL
Tamilnadu Telecommunication Limited,TNTELE,TNTELE
Tokyo Plast International Limited,TOKYOPLAST,TOKYOPLAST
Torrent Pharmaceuticals Limited,TORNTPHARM,TORNTPHARM
Torrent Power Limited,TORNTPOWER,TORNTPOWER
TPL Plastech Limited,TPLPLASTEH,TPLPLAST
Tree House Education & Accessories Limited,TREEHOUSE,TREEHOUSE
TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA
Trent Limited,TRENT,TRENT
TRF Limited,TRF,TRF
Trident Limited,TRIDENT,TRIDENT
Trigyn Technologies Limited,TRIGYN,TRIGYN
Transformers And Rectifiers (India) Limited,TRIL,TRIL
Triveni Turbine Limited,TRITURBINE,TRITURBINE
Triveni Engineering & Industries Limited,TRIVENI,TRIVENI
TTK Healthcare Limited,TTKHLTCARE,TTKHEALTH
TTK Prestige Limited,TTKPRESTIG,TTKPRESTIG
T T Limited,TTL,TTL
Tata Teleservices (Maharashtra) Limited,TTML,TTML
TV18 Broadcast Limited,TV18BRDCST,TV18BRDCST
TVS Electronics Limited,TVSELECT,TVSELECT
TVS Motor Company Limited,TVSMOTOR,TVSMOTOR
TVS Srichakra Limited,TVSSRICHAK,TVSSRICHAK
TV Today Network Limited,TVTODAY,TVTODAY
TV Vision Limited,TVVISION,TVVISION
Titagarh Wagons Limited,TWL,TWL
United Breweries Limited,UBL,UBL
Ucal Fuel Systems Limited,UCALFUEL,UCALFUEL
UCO Bank,UCOBANK,UCOBANK
UFLEX Limited,UFLEX,UFLEX
UFO Moviez India Limited,UFO,UFO
The Ugar Sugar Works Limited,UGARSUGAR,UGARSUGAR
Ujaas Energy Limited,UJAAS,UJAAS
Ujjivan Financial Services Limited,UJJIVAN,UJJIVAN
Ujjivan Small Finance Bank Limited,UJJIVANSFB,UJJIVANSFB
UltraTech Cement Limited,ULTRACEMCO,ULTRACEMCO
Umang Dairies Limited,UMANGDAIRY,UMANGDAIR
Usha Martin Education & Solutions Limited,UMESLTD,UMESLTD
Unichem Laboratories Limited,UNICHEMLAB,UNICHEMLAB
United Drilling Tools Limited,UNIDT,UNIDT
Uniphos Enterprises Limited,UNIENTER,UNIPHOS
Union Bank of India,UNIONBANK,UNIONBANK
Unitech Limited,UNITECH,UNITECH
Universal Cables Limited,UNIVCABLES,UNIVCABLES
Universus Photo Imagings Limited,UNIVPHOTO,UNIVPHOTO
UPL Limited,UPL,UPL
Urja Global Limited,URJA,URJAGLOBA
Usha Martin Limited,USHAMART,USHAMART
UTI Asset Management Company Limited,UTIAMC,UTIAMC
Uttam Galva Steels Limited,UTTAMSTL,UTTAMSTL
Uttam Sugar Mills Limited,UTTAMSUGAR,UTTAMSUGAR
V2 Retail Limited,V2RETAIL,V2RETAIL
Vadilal Industries Limited,VADILALIND,VADILALIND
Vaibhav Global Limited,VAIBHAVGBL,VAIBHAVGBL
Vakrangee Limited,VAKRANGEE,VAKRANGEE
Valiant Organics Limited,VALIANTORG,VALIANTORG
Vardhman Polytex Limited,VARDMNPOLY,VARDMNPOLY
Varroc Engineering Limited,VARROC,VARROC
Vascon Engineers Limited,VASCONEQ,VASCONEQ
Vaswani Industries Limited,VASWANI,VASWANI
Varun Beverages Limited,VBL,VBL
Vedanta Limited,VEDL,VEDL
Venky's (India) Limited,VENKEYS,VENKYS
Venus Remedies Limited,VENUSREM,VENUSREM
Vesuvius India Limited,VESUVIUS,VESUVIUS
Veto Switchgears And Cables Limited,VETO,VETO
V-Guard Industries Limited,VGUARD,VGUARD
Vardhman Holdings Limited,VHL,VHL
Viceroy Hotels Limited,VICEROY,VICEROY
Videocon Industries Limited,VIDEOIND,VIDEOIND
Vidhi Specialty Food Ingredients Limited,VIDHIING,VIDHIING
Viji Finance Limited,VIJIFIN,VFL
Vikas EcoTech Limited,VIKASECO,VIKASECO
Vikas Lifecare Limited,VIKASLIFE,VIKASLIFE
Vikas Proppant & Granite Limited,VIKASPROP,VIKASPROP
Vikas WSP Limited,VIKASWSP,VIKASWSP
Vimta Labs Limited,VIMTALABS,VIMTALABS
Vinati Organics Limited,VINATIORGA,VINATIORGA
Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL
Vinyl Chemicals (India) Limited,VINYLINDIA,VINYLINDIA
VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG
VIP Industries Limited,VIPIND,VIPIND
Vipul Limited,VIPULLTD,VIPUL
Visaka Industries Limited,VISAKAIND,VISAKAIND
Visa Steel Limited,VISASTEEL,VISASTEEL
Vishal Fabrics Limited,VISHAL,VISHAL
Vishnu Chemicals Limited,VISHNU,VISHNU
Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ
Visagar Polytex Limited,VIVIDHA,VIVIDHA
Vivimed Labs Limited,VIVIMEDLAB,VIVIMEDLAB
